DEPARTAMENTO,semana,semana_epi,sumpoblacion,anio_epi,n,Mortalidad
AMAZONAS,01/04/2021,1,427041,2021,22,5
AMAZONAS,01/11/2021,2,427041,2021,20,4
AMAZONAS,01/18/2021,3,427041,2021,28,6
AMAZONAS,01/25/2021,4,427041,2021,23,5
AMAZONAS,02/01/2021,5,427041,2021,32,7
AMAZONAS,02/08/2021,6,427041,2021,32,7
AMAZONAS,02/15/2021,7,427041,2021,38,8
AMAZONAS,02/22/2021,8,427041,2021,26,6
AMAZONAS,03/01/2021,9,427041,2021,27,6
AMAZONAS,03/08/2021,10,427041,2021,35,8
AMAZONAS,03/15/2021,11,427041,2021,23,5
AMAZONAS,03/22/2021,12,427041,2021,32,7
AMAZONAS,03/29/2021,13,427041,2021,25,5
AMAZONAS,04/05/2021,14,427041,2021,36,8
AMAZONAS,04/12/2021,15,427041,2021,38,8
AMAZONAS,04/19/2021,16,427041,2021,41,9
AMAZONAS,04/26/2021,17,427041,2021,43,10
AMAZONAS,05/03/2021,18,427041,2021,30,7
AMAZONAS,05/10/2021,19,427041,2021,44,10
AMAZONAS,05/17/2021,20,427041,2021,38,8
AMAZONAS,05/24/2021,21,427041,2021,28,6
AMAZONAS,05/31/2021,22,427041,2021,38,8
AMAZONAS,06/07/2021,23,427041,2021,32,7
AMAZONAS,06/14/2021,24,427041,2021,20,4
AMAZONAS,06/21/2021,25,427041,2021,13,3
AMAZONAS,06/28/2021,26,427041,2021,17,3
AMAZONAS,07/05/2021,27,427041,2021,23,5
AMAZONAS,07/12/2021,28,427041,2021,21,4
AMAZONAS,07/19/2021,29,427041,2021,18,4
AMAZONAS,07/26/2021,30,427041,2021,24,5
AMAZONAS,08/02/2021,31,427041,2021,17,3
AMAZONAS,08/09/2021,32,427041,2021,14,3
AMAZONAS,08/16/2021,33,427041,2021,22,5
AMAZONAS,08/23/2021,34,427041,2021,21,4
AMAZONAS,08/30/2021,35,427041,2021,18,4
AMAZONAS,09/06/2021,36,427041,2021,15,3
AMAZONAS,09/13/2021,37,427041,2021,18,4
AMAZONAS,09/20/2021,38,427041,2021,17,3
AMAZONAS,09/27/2021,39,427041,2021,13,3
AMAZONAS,10/04/2021,40,427041,2021,11,2
AMAZONAS,10/11/2021,41,427041,2021,14,3
AMAZONAS,10/18/2021,42,427041,2021,15,3
AMAZONAS,10/25/2021,43,427041,2021,15,3
AMAZONAS,11/01/2021,44,427041,2021,14,3
AMAZONAS,11/08/2021,45,427041,2021,10,2
AMAZONAS,11/15/2021,46,427041,2021,4,0
ANCASH,01/04/2021,1,1171756,2021,180,15
ANCASH,01/11/2021,2,1171756,2021,216,18
ANCASH,01/18/2021,3,1171756,2021,227,19
ANCASH,01/25/2021,4,1171756,2021,251,21
ANCASH,02/01/2021,5,1171756,2021,239,20
ANCASH,02/08/2021,6,1171756,2021,264,22
ANCASH,02/15/2021,7,1171756,2021,214,18
ANCASH,02/22/2021,8,1171756,2021,216,18
ANCASH,03/01/2021,9,1171756,2021,252,21
ANCASH,03/08/2021,10,1171756,2021,259,22
ANCASH,03/15/2021,11,1171756,2021,299,25
ANCASH,03/22/2021,12,1171756,2021,300,25
ANCASH,03/29/2021,13,1171756,2021,333,28
ANCASH,04/05/2021,14,1171756,2021,367,31
ANCASH,04/12/2021,15,1171756,2021,446,38
ANCASH,04/19/2021,16,1171756,2021,451,38
ANCASH,04/26/2021,17,1171756,2021,385,32
ANCASH,05/03/2021,18,1171756,2021,363,30
ANCASH,05/10/2021,19,1171756,2021,309,26
ANCASH,05/17/2021,20,1171756,2021,300,25
ANCASH,05/24/2021,21,1171756,2021,249,21
ANCASH,05/31/2021,22,1171756,2021,214,18
ANCASH,06/07/2021,23,1171756,2021,199,16
ANCASH,06/14/2021,24,1171756,2021,165,14
ANCASH,06/21/2021,25,1171756,2021,154,13
ANCASH,06/28/2021,26,1171756,2021,151,12
ANCASH,07/05/2021,27,1171756,2021,148,12
ANCASH,07/12/2021,28,1171756,2021,131,11
ANCASH,07/19/2021,29,1171756,2021,146,12
ANCASH,07/26/2021,30,1171756,2021,111,9
ANCASH,08/02/2021,31,1171756,2021,113,9
ANCASH,08/09/2021,32,1171756,2021,136,11
ANCASH,08/16/2021,33,1171756,2021,110,9
ANCASH,08/23/2021,34,1171756,2021,130,11
ANCASH,08/30/2021,35,1171756,2021,114,9
ANCASH,09/06/2021,36,1171756,2021,111,9
ANCASH,09/13/2021,37,1171756,2021,111,9
ANCASH,09/20/2021,38,1171756,2021,103,8
ANCASH,09/27/2021,39,1171756,2021,108,9
ANCASH,10/04/2021,40,1171756,2021,125,10
ANCASH,10/11/2021,41,1171756,2021,109,9
ANCASH,10/18/2021,42,1171756,2021,127,10
ANCASH,10/25/2021,43,1171756,2021,131,11
ANCASH,11/01/2021,44,1171756,2021,124,10
ANCASH,11/08/2021,45,1171756,2021,123,10
ANCASH,11/15/2021,46,1171756,2021,40,3
APURIMAC,01/04/2021,1,466936,2021,77,16
APURIMAC,01/11/2021,2,466936,2021,61,13
APURIMAC,01/18/2021,3,466936,2021,92,19
APURIMAC,01/25/2021,4,466936,2021,72,15
APURIMAC,02/01/2021,5,466936,2021,83,17
APURIMAC,02/08/2021,6,466936,2021,84,17
APURIMAC,02/15/2021,7,466936,2021,70,14
APURIMAC,02/22/2021,8,466936,2021,64,13
APURIMAC,03/01/2021,9,466936,2021,87,18
APURIMAC,03/08/2021,10,466936,2021,69,14
APURIMAC,03/15/2021,11,466936,2021,75,16
APURIMAC,03/22/2021,12,466936,2021,101,21
APURIMAC,03/29/2021,13,466936,2021,86,18
APURIMAC,04/05/2021,14,466936,2021,109,23
APURIMAC,04/12/2021,15,466936,2021,110,23
APURIMAC,04/19/2021,16,466936,2021,107,22
APURIMAC,04/26/2021,17,466936,2021,126,26
APURIMAC,05/03/2021,18,466936,2021,131,28
APURIMAC,05/10/2021,19,466936,2021,107,22
APURIMAC,05/17/2021,20,466936,2021,120,25
APURIMAC,05/24/2021,21,466936,2021,83,17
APURIMAC,05/31/2021,22,466936,2021,86,18
APURIMAC,06/07/2021,23,466936,2021,72,15
APURIMAC,06/14/2021,24,466936,2021,44,9
APURIMAC,06/21/2021,25,466936,2021,76,16
APURIMAC,06/28/2021,26,466936,2021,61,13
APURIMAC,07/05/2021,27,466936,2021,53,11
APURIMAC,07/12/2021,28,466936,2021,46,9
APURIMAC,07/19/2021,29,466936,2021,46,9
APURIMAC,07/26/2021,30,466936,2021,56,11
APURIMAC,08/02/2021,31,466936,2021,45,9
APURIMAC,08/09/2021,32,466936,2021,51,10
APURIMAC,08/16/2021,33,466936,2021,49,10
APURIMAC,08/23/2021,34,466936,2021,38,8
APURIMAC,08/30/2021,35,466936,2021,59,12
APURIMAC,09/06/2021,36,466936,2021,42,8
APURIMAC,09/13/2021,37,466936,2021,59,12
APURIMAC,09/20/2021,38,466936,2021,56,11
APURIMAC,09/27/2021,39,466936,2021,47,10
APURIMAC,10/04/2021,40,466936,2021,53,11
APURIMAC,10/11/2021,41,466936,2021,45,9
APURIMAC,10/18/2021,42,466936,2021,50,10
APURIMAC,10/25/2021,43,466936,2021,46,9
APURIMAC,11/01/2021,44,466936,2021,47,10
APURIMAC,11/08/2021,45,466936,2021,39,8
APURIMAC,11/15/2021,46,466936,2021,14,2
AREQUIPA,01/04/2021,1,1350676,2021,197,14
AREQUIPA,01/11/2021,2,1350676,2021,226,16
AREQUIPA,01/18/2021,3,1350676,2021,244,18
AREQUIPA,01/25/2021,4,1350676,2021,308,22
AREQUIPA,02/01/2021,5,1350676,2021,334,24
AREQUIPA,02/08/2021,6,1350676,2021,306,22
AREQUIPA,02/15/2021,7,1350676,2021,290,21
AREQUIPA,02/22/2021,8,1350676,2021,289,21
AREQUIPA,03/01/2021,9,1350676,2021,300,22
AREQUIPA,03/08/2021,10,1350676,2021,224,16
AREQUIPA,03/15/2021,11,1350676,2021,250,18
AREQUIPA,03/22/2021,12,1350676,2021,233,17
AREQUIPA,03/29/2021,13,1350676,2021,197,14
AREQUIPA,04/05/2021,14,1350676,2021,241,17
AREQUIPA,04/12/2021,15,1350676,2021,268,19
AREQUIPA,04/19/2021,16,1350676,2021,273,20
AREQUIPA,04/26/2021,17,1350676,2021,294,21
AREQUIPA,05/03/2021,18,1350676,2021,348,25
AREQUIPA,05/10/2021,19,1350676,2021,339,25
AREQUIPA,05/17/2021,20,1350676,2021,392,29
AREQUIPA,05/24/2021,21,1350676,2021,434,32
AREQUIPA,05/31/2021,22,1350676,2021,526,38
AREQUIPA,06/07/2021,23,1350676,2021,533,39
AREQUIPA,06/14/2021,24,1350676,2021,538,39
AREQUIPA,06/21/2021,25,1350676,2021,488,36
AREQUIPA,06/28/2021,26,1350676,2021,429,31
AREQUIPA,07/05/2021,27,1350676,2021,330,24
AREQUIPA,07/12/2021,28,1350676,2021,263,19
AREQUIPA,07/19/2021,29,1350676,2021,227,16
AREQUIPA,07/26/2021,30,1350676,2021,176,13
AREQUIPA,08/02/2021,31,1350676,2021,188,13
AREQUIPA,08/09/2021,32,1350676,2021,156,11
AREQUIPA,08/16/2021,33,1350676,2021,141,10
AREQUIPA,08/23/2021,34,1350676,2021,170,12
AREQUIPA,08/30/2021,35,1350676,2021,148,10
AREQUIPA,09/06/2021,36,1350676,2021,155,11
AREQUIPA,09/13/2021,37,1350676,2021,133,9
AREQUIPA,09/20/2021,38,1350676,2021,151,11
AREQUIPA,09/27/2021,39,1350676,2021,150,11
AREQUIPA,10/04/2021,40,1350676,2021,147,10
AREQUIPA,10/11/2021,41,1350676,2021,153,11
AREQUIPA,10/18/2021,42,1350676,2021,134,9
AREQUIPA,10/25/2021,43,1350676,2021,132,9
AREQUIPA,11/01/2021,44,1350676,2021,146,10
AREQUIPA,11/08/2021,45,1350676,2021,145,10
AREQUIPA,11/15/2021,46,1350676,2021,52,3
AYACUCHO,01/04/2021,1,718634,2021,52,7
AYACUCHO,01/11/2021,2,718634,2021,68,9
AYACUCHO,01/18/2021,3,718634,2021,72,10
AYACUCHO,01/25/2021,4,718634,2021,78,10
AYACUCHO,02/01/2021,5,718634,2021,99,13
AYACUCHO,02/08/2021,6,718634,2021,101,14
AYACUCHO,02/15/2021,7,718634,2021,94,13
AYACUCHO,02/22/2021,8,718634,2021,104,14
AYACUCHO,03/01/2021,9,718634,2021,123,17
AYACUCHO,03/08/2021,10,718634,2021,140,19
AYACUCHO,03/15/2021,11,718634,2021,120,16
AYACUCHO,03/22/2021,12,718634,2021,147,20
AYACUCHO,03/29/2021,13,718634,2021,117,16
AYACUCHO,04/05/2021,14,718634,2021,132,18
AYACUCHO,04/12/2021,15,718634,2021,120,16
AYACUCHO,04/19/2021,16,718634,2021,100,13
AYACUCHO,04/26/2021,17,718634,2021,108,15
AYACUCHO,05/03/2021,18,718634,2021,116,16
AYACUCHO,05/10/2021,19,718634,2021,102,14
AYACUCHO,05/17/2021,20,718634,2021,124,17
AYACUCHO,05/24/2021,21,718634,2021,91,12
AYACUCHO,05/31/2021,22,718634,2021,78,10
AYACUCHO,06/07/2021,23,718634,2021,75,10
AYACUCHO,06/14/2021,24,718634,2021,69,9
AYACUCHO,06/21/2021,25,718634,2021,67,9
AYACUCHO,06/28/2021,26,718634,2021,79,10
AYACUCHO,07/05/2021,27,718634,2021,70,9
AYACUCHO,07/12/2021,28,718634,2021,62,8
AYACUCHO,07/19/2021,29,718634,2021,67,9
AYACUCHO,07/26/2021,30,718634,2021,60,8
AYACUCHO,08/02/2021,31,718634,2021,59,8
AYACUCHO,08/09/2021,32,718634,2021,59,8
AYACUCHO,08/16/2021,33,718634,2021,65,9
AYACUCHO,08/23/2021,34,718634,2021,65,9
AYACUCHO,08/30/2021,35,718634,2021,54,7
AYACUCHO,09/06/2021,36,718634,2021,53,7
AYACUCHO,09/13/2021,37,718634,2021,65,9
AYACUCHO,09/20/2021,38,718634,2021,53,7
AYACUCHO,09/27/2021,39,718634,2021,59,8
AYACUCHO,10/04/2021,40,718634,2021,67,9
AYACUCHO,10/11/2021,41,718634,2021,65,9
AYACUCHO,10/18/2021,42,718634,2021,57,7
AYACUCHO,10/25/2021,43,718634,2021,55,7
AYACUCHO,11/01/2021,44,718634,2021,65,9
AYACUCHO,11/08/2021,45,718634,2021,55,7
AYACUCHO,11/15/2021,46,718634,2021,21,2
CAJAMARCA,01/04/2021,1,1543104,2021,112,7
CAJAMARCA,01/11/2021,2,1543104,2021,114,7
CAJAMARCA,01/18/2021,3,1543104,2021,125,8
CAJAMARCA,01/25/2021,4,1543104,2021,127,8
CAJAMARCA,02/01/2021,5,1543104,2021,157,10
CAJAMARCA,02/08/2021,6,1543104,2021,163,10
CAJAMARCA,02/15/2021,7,1543104,2021,129,8
CAJAMARCA,02/22/2021,8,1543104,2021,167,10
CAJAMARCA,03/01/2021,9,1543104,2021,165,10
CAJAMARCA,03/08/2021,10,1543104,2021,177,11
CAJAMARCA,03/15/2021,11,1543104,2021,195,12
CAJAMARCA,03/22/2021,12,1543104,2021,217,14
CAJAMARCA,03/29/2021,13,1543104,2021,243,15
CAJAMARCA,04/05/2021,14,1543104,2021,265,17
CAJAMARCA,04/12/2021,15,1543104,2021,266,17
CAJAMARCA,04/19/2021,16,1543104,2021,301,19
CAJAMARCA,04/26/2021,17,1543104,2021,277,17
CAJAMARCA,05/03/2021,18,1543104,2021,250,16
CAJAMARCA,05/10/2021,19,1543104,2021,235,15
CAJAMARCA,05/17/2021,20,1543104,2021,214,13
CAJAMARCA,05/24/2021,21,1543104,2021,175,11
CAJAMARCA,05/31/2021,22,1543104,2021,170,11
CAJAMARCA,06/07/2021,23,1543104,2021,128,8
CAJAMARCA,06/14/2021,24,1543104,2021,121,7
CAJAMARCA,06/21/2021,25,1543104,2021,119,7
CAJAMARCA,06/28/2021,26,1543104,2021,113,7
CAJAMARCA,07/05/2021,27,1543104,2021,124,8
CAJAMARCA,07/12/2021,28,1543104,2021,108,6
CAJAMARCA,07/19/2021,29,1543104,2021,99,6
CAJAMARCA,07/26/2021,30,1543104,2021,102,6
CAJAMARCA,08/02/2021,31,1543104,2021,112,7
CAJAMARCA,08/09/2021,32,1543104,2021,117,7
CAJAMARCA,08/16/2021,33,1543104,2021,104,6
CAJAMARCA,08/23/2021,34,1543104,2021,115,7
CAJAMARCA,08/30/2021,35,1543104,2021,84,5
CAJAMARCA,09/06/2021,36,1543104,2021,105,6
CAJAMARCA,09/13/2021,37,1543104,2021,92,5
CAJAMARCA,09/20/2021,38,1543104,2021,95,6
CAJAMARCA,09/27/2021,39,1543104,2021,84,5
CAJAMARCA,10/04/2021,40,1543104,2021,107,6
CAJAMARCA,10/11/2021,41,1543104,2021,95,6
CAJAMARCA,10/18/2021,42,1543104,2021,85,5
CAJAMARCA,10/25/2021,43,1543104,2021,81,5
CAJAMARCA,11/01/2021,44,1543104,2021,92,5
CAJAMARCA,11/08/2021,45,1543104,2021,115,7
CAJAMARCA,11/15/2021,46,1543104,2021,28,1
CALLAO,01/04/2021,1,1067815,2021,149,13
CALLAO,01/11/2021,2,1067815,2021,180,16
CALLAO,01/18/2021,3,1067815,2021,251,23
CALLAO,01/25/2021,4,1067815,2021,270,25
CALLAO,02/01/2021,5,1067815,2021,332,31
CALLAO,02/08/2021,6,1067815,2021,383,35
CALLAO,02/15/2021,7,1067815,2021,396,37
CALLAO,02/22/2021,8,1067815,2021,318,29
CALLAO,03/01/2021,9,1067815,2021,332,31
CALLAO,03/08/2021,10,1067815,2021,352,32
CALLAO,03/15/2021,11,1067815,2021,354,33
CALLAO,03/22/2021,12,1067815,2021,324,30
CALLAO,03/29/2021,13,1067815,2021,345,32
CALLAO,04/05/2021,14,1067815,2021,383,35
CALLAO,04/12/2021,15,1067815,2021,325,30
CALLAO,04/19/2021,16,1067815,2021,325,30
CALLAO,04/26/2021,17,1067815,2021,287,26
CALLAO,05/03/2021,18,1067815,2021,240,22
CALLAO,05/10/2021,19,1067815,2021,225,21
CALLAO,05/17/2021,20,1067815,2021,206,19
CALLAO,05/24/2021,21,1067815,2021,189,17
CALLAO,05/31/2021,22,1067815,2021,171,16
CALLAO,06/07/2021,23,1067815,2021,145,13
CALLAO,06/14/2021,24,1067815,2021,130,12
CALLAO,06/21/2021,25,1067815,2021,138,12
CALLAO,06/28/2021,26,1067815,2021,123,11
CALLAO,07/05/2021,27,1067815,2021,130,12
CALLAO,07/12/2021,28,1067815,2021,105,9
CALLAO,07/19/2021,29,1067815,2021,96,8
CALLAO,07/26/2021,30,1067815,2021,103,9
CALLAO,08/02/2021,31,1067815,2021,112,10
CALLAO,08/09/2021,32,1067815,2021,122,11
CALLAO,08/16/2021,33,1067815,2021,115,10
CALLAO,08/23/2021,34,1067815,2021,117,10
CALLAO,08/30/2021,35,1067815,2021,111,10
CALLAO,09/06/2021,36,1067815,2021,118,11
CALLAO,09/13/2021,37,1067815,2021,108,10
CALLAO,09/20/2021,38,1067815,2021,121,11
CALLAO,09/27/2021,39,1067815,2021,123,11
CALLAO,10/04/2021,40,1067815,2021,111,10
CALLAO,10/11/2021,41,1067815,2021,100,9
CALLAO,10/18/2021,42,1067815,2021,98,9
CALLAO,10/25/2021,43,1067815,2021,116,10
CALLAO,11/01/2021,44,1067815,2021,113,10
CALLAO,11/08/2021,45,1067815,2021,84,7
CALLAO,11/15/2021,46,1067815,2021,37,3
CUSCO,01/04/2021,1,1346373,2021,169,12
CUSCO,01/11/2021,2,1346373,2021,178,13
CUSCO,01/18/2021,3,1346373,2021,201,14
CUSCO,01/25/2021,4,1346373,2021,214,15
CUSCO,02/01/2021,5,1346373,2021,243,18
CUSCO,02/08/2021,6,1346373,2021,238,17
CUSCO,02/15/2021,7,1346373,2021,263,19
CUSCO,02/22/2021,8,1346373,2021,266,19
CUSCO,03/01/2021,9,1346373,2021,293,21
CUSCO,03/08/2021,10,1346373,2021,261,19
CUSCO,03/15/2021,11,1346373,2021,239,17
CUSCO,03/22/2021,12,1346373,2021,235,17
CUSCO,03/29/2021,13,1346373,2021,272,20
CUSCO,04/05/2021,14,1346373,2021,319,23
CUSCO,04/12/2021,15,1346373,2021,290,21
CUSCO,04/19/2021,16,1346373,2021,294,21
CUSCO,04/26/2021,17,1346373,2021,291,21
CUSCO,05/03/2021,18,1346373,2021,299,22
CUSCO,05/10/2021,19,1346373,2021,261,19
CUSCO,05/17/2021,20,1346373,2021,271,20
CUSCO,05/24/2021,21,1346373,2021,272,20
CUSCO,05/31/2021,22,1346373,2021,239,17
CUSCO,06/07/2021,23,1346373,2021,220,16
CUSCO,06/14/2021,24,1346373,2021,190,14
CUSCO,06/21/2021,25,1346373,2021,180,13
CUSCO,06/28/2021,26,1346373,2021,166,12
CUSCO,07/05/2021,27,1346373,2021,156,11
CUSCO,07/12/2021,28,1346373,2021,165,12
CUSCO,07/19/2021,29,1346373,2021,144,10
CUSCO,07/26/2021,30,1346373,2021,158,11
CUSCO,08/02/2021,31,1346373,2021,149,11
CUSCO,08/09/2021,32,1346373,2021,133,9
CUSCO,08/16/2021,33,1346373,2021,144,10
CUSCO,08/23/2021,34,1346373,2021,150,11
CUSCO,08/30/2021,35,1346373,2021,132,9
CUSCO,09/06/2021,36,1346373,2021,127,9
CUSCO,09/13/2021,37,1346373,2021,144,10
CUSCO,09/20/2021,38,1346373,2021,121,8
CUSCO,09/27/2021,39,1346373,2021,138,10
CUSCO,10/04/2021,40,1346373,2021,134,9
CUSCO,10/11/2021,41,1346373,2021,131,9
CUSCO,10/18/2021,42,1346373,2021,130,9
CUSCO,10/25/2021,43,1346373,2021,123,9
CUSCO,11/01/2021,44,1346373,2021,123,9
CUSCO,11/08/2021,45,1346373,2021,114,8
CUSCO,11/15/2021,46,1346373,2021,36,2
HUANCAVELICA,01/04/2021,1,509117,2021,44,8
HUANCAVELICA,01/11/2021,2,509117,2021,51,10
HUANCAVELICA,01/18/2021,3,509117,2021,57,11
HUANCAVELICA,01/25/2021,4,509117,2021,78,15
HUANCAVELICA,02/01/2021,5,509117,2021,99,19
HUANCAVELICA,02/08/2021,6,509117,2021,85,16
HUANCAVELICA,02/15/2021,7,509117,2021,97,19
HUANCAVELICA,02/22/2021,8,509117,2021,92,18
HUANCAVELICA,03/01/2021,9,509117,2021,78,15
HUANCAVELICA,03/08/2021,10,509117,2021,80,15
